preliminary_decision,review__confidence,review_evaluation,review__id,review__orientation,review__text,sentiment,sentiment_class
,2.0,1.0,4.0,1.0,"I find it an interesting article that could have focused more on the development of an application on Kurogo (an attractive product described in the article) than on the study of the ubiquity of technologies for their interoperability. At this point I have several doubts, since the study concludes the following interoperability configuration: ""DVB-2T as the international TVDi transmission standard chosen by Colombia, MHP as the middleware for TVDi, MPEG as the coding format and audio and video decoding of content and SCORM as an optimal standard for content generation."" Does that mean that digital TV transmission should have been used in the studies??? And, from what I understand, a ""logitech revenue"" was used which makes the TV an output of an internet connection, so it would be the same as the comparisons on a common PC. I am right? With this doubt, it still seems to me that the article may be interesting to consider (weak accept) and clarify the concepts in its presentation.
","{'neg': 0.03, 'neu': 0.887, 'pos': 0.084, 'compound': 0.8513}",Positive
reject,4.0,-2.0,1.0,-2.0,"In my opinion, since the proposal is of a very high level, its degree of relevance and usefulness cannot be appreciated. In some passages the wording makes reading difficult. This occurs throughout the entire document. It presents a very basic review of data warehouse and data mining concepts, which is not based on a review of relevant literature. It lacks concrete elements that they can use to develop a solution to a specific problem. The bibliography, as presented, is outside any standard used in scientific articles. It is suggested either to refocus the study towards something more concrete, or to provide evidence that allows the proposal to be better evaluated....
","{'neg': 0.069, 'neu': 0.866, 'pos': 0.065, 'compound': -0.1285}",Negative
,4.0,-2.0,2.0,-1.0,"In my opinion, since the proposal is of a very high level, its degree of relevance and usefulness cannot be appreciated. In some passages the wording makes reading difficult. This occurs throughout the entire document. It presents a very basic review of data warehouse and data mining concepts, which is not based on a review of relevant literature. It lacks concrete elements that they can use to develop a solution to a specific problem. The bibliography, as presented, is outside any standard used in scientific articles. It is suggested either to refocus the study towards something more concrete, or to provide evidence that allows the proposal to be better evaluated.
","{'neg': 0.069, 'neu': 0.866, 'pos': 0.065, 'compound': -0.1285}",Negative
,5.0,-2.0,3.0,-1.0,"The article describes the concepts of data warehouse and data mining, then outlines some steps to describe a simple stock replenishment process for a liquefied gas distribution company. It only remains in speech and does not propose anything concrete. It is not a work that generates a scientific contribution and is not relevant to the congress","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
reject,3.0,-2.0,1.0,-1.0,"While this article reveals a good amount of work, it is written cryptically and it is very difficult to see where it is going. There are writing problems in: Summary (1): ""lack of keys and relationships between tables and data otherwise performance is generated"" Phase 2 (8): ""At this point the database was assembled in the two (2) NoSQL DBMS in the cloud. And the mobile database management system was set up that will be in communication with those set up in the cloud."" Behavior... (9): ""In the case of MongoDB, there is an ODBC developed by students that is being developed by students, and another ODBC developed by Simba Technologies"" The article, in any case, is very difficult to follow.. Comprehension: The title speaks of a comparison..., however such a comparison is never seen. ""drive the CAP theorem""... the theorem says that there are three characteristics that cannot occur simultaneously, so ""drive"" is meaningless. ""denormalize the data, that is, the ACID properties (atomicity, consistency, isolation and durability) are sacrificed for performance reasons..."", I do not see a direct relationship between denormalizing (a design aspect) with the acid properties (a set of transaction properties). It is said at one point ""Two NoSQL database management systems hosted in the cloud were chosen, MongoDB and CouchDB; databases from which the transactional tests are carried out with the Ultralite mobile database manager"" Finally, these tests or their results are never seen. It is said ""however ODBC solutions are no longer so popular..."" What is this based on??? Finally, there is talk of the use of a middleware ""Mobilink from Sybase"", however, later there is talk of problems with having an odbc for the noSQL sabd (which would require Mobilink)... and ultralite and the comparison is not known what happened ...????
","{'neg': 0.073, 'neu': 0.912, 'pos': 0.015, 'compound': -0.9494}",Negative
,5.0,0.0,2.0,0.0,"The article describes very well the DBMS for mobile, as well as some DB engines with non-relational technology known as NoSQL, in a context of data storage in the cloud or cloud-computing. Make a good comparison of the technical characteristics of some DB managers in this area (table 3). It proposes a methodology, apparently to define and carry out an experiment that allows evaluating and comparing BD of this type, as defined in the title of the article. However, it only establishes a simple and qualitative comparison of components and other aspects such as services (table 4). There is no evidence of a quantitative and objective comparison, at the level of performance and with data, transactions and processing times that allow us to really maintain, as it does without these variables, which DB is more efficient compared to another. The summary does not match or identify the complete work. Conclusions are drawn based on characteristics and not on comparative performance tests. In summary, it is a work from the point of view that would be a contribution if it formalized the methodology and described the quantitative application of an experimentation that truly allows comparing DBMSs in a cloud-computing context. It is suggested to complement with a controlled experiment with data and records of test transactions and measure variables, obtaining objective statistics that allow evaluating the performance of mobile DB and NoSQL systems, under clearly defined conditions and parameters and in the same environmental conditions. (bandwidth, transaction rates, data volume, equipment, etc.).
","{'neg': 0.009, 'neu': 0.912, 'pos': 0.079, 'compound': 0.943}",Positive
,4.0,-2.0,3.0,-1.0,"The article presents a review of mobile and NoSQL DBMSs. Notwithstanding the above, the work is rather descriptive and lacks experimental results. What is stated on page 8, methodology, considers two phases, of which only the results of the first phase are apparently presented. It is suggested to carry out the second phase, which involves experimental work on data collection and analysis, and then generate an article with these results.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
reject,5.0,-2.0,1.0,0.0,"The article describes a set of data extraction techniques mainly found in ETL tools, it mentions social networks that in principle it points out as data sources for a study, but that definitely does not apply or at least does not show its application and results, the same It happens with the NoSQL databases that you mention but that you observe and describe work with them. Although it is true that this is a review, it seems more like teaching material to teach an introductory ETL class. I would suggest taking advantage of this preliminary review to propose a methodology for working in social networks, in addition to establishing the steps to follow in this methodology for an efficient extraction of data from the repositories of social networks indicated, perhaps comparing the performance and usefulness of the techniques in each social network and evaluate which ETL techniques are most appropriate but empirically. It should also be noted that it has some writing errors, repetition of articles and words.
","{'neg': 0.017, 'neu': 0.871, 'pos': 0.111, 'compound': 0.9504}",Positive
,3.0,-1.0,2.0,-1.0,"The article does not fully reflect what is indicated in the title ""Review of information extraction techniques in social networks on NoSQL databases"", since it is only a general look at social networks and the data persistence systems they use. (based on sabd noSQL). More than extraction techniques, the well-known ETL process used in Datawarehouse is reviewed, proposing its use in social networks. The main contribution is a proposal of six steps for the extraction of information from social networks, which focus on known topics, ignoring the main problems that this involves, among which is access to data. Editorial (check page numbering): (page 2) ""from the world of data"" (page 5) ""which although they are free with the main purpose of collecting personal data from users""
","{'neg': 0.042, 'neu': 0.933, 'pos': 0.025, 'compound': -0.2732}",Negative
,4.0,1.0,3.0,1.0,"The work is interesting. It is noted that a lot of time was invested in the bibliographic review of the topic. The contribution is that it allows us to review information extraction techniques for noSQL databases. Once the techniques are applied, new challenges will be found that can be ""seen"" only at the time of implementation. On the other hand, the risk lies in how many researchers are working on the subject in different places. This is because it is a main line theme. What is implemented in this regard? Are the techniques worth applying? A look at these aspects is important to avoid finding surprises in the implementation. The work is well presented and clear. There are some errors: - The page numbers are not correlative. After page 5 return to page 3. - The diagram in Figure 2 indicates that ""source selection"" and ""processing: data quality"" are activities of ""1. Objective determination"". However, in the writing they are associated with ""2. Data preparation."" What activity are 1 or 2 associated with?
","{'neg': 0.053, 'neu': 0.847, 'pos': 0.1, 'compound': 0.7608}",Positive
reject,3.0,-2.0,1.0,-1.0,"General evaluation The work is interesting but poorly planned, important references are missing. It is suggested to review the references indicated and extend the article, improving its quality in terms of the “form” of presenting the comparison, in addition to showing more examples of case studies that give greater weight to the article, with this you will also be able to incorporate There are many future jobs and currently nothing appears. Format Corrections The references are not in the format requested by Ingeniare magazine, check the format and modify. Figure 1 is an equation and is outside the format requested by Ingeniare magazine. Content Corrections On page 3 reference is made to [8] which is a degree thesis, what type of degree? It would be better to reference a scientific article methodology and that would give more ""weight"" to the article. When talking about HL7/CDA a reference should be indicated for more information. It is not clear the use of PGFOUNDRY, which is a postgreSql extension, was it used with Mysql? More should have been gotten out of using PGFOUNDRY. In the design of the case study in Figure 5 there are serious errors in the relationships between the Query and Patient tables, between the Medication_Symptom and Medication tables. It is not indicated in the article that the duration attribute is of type PERIOD, that is important. In the query examples there is an error in the SGBDT query, figure 7, since the period attribute is indicated and the attribute is duration. The conclusions are very evident and do not suggest future work that may be interesting to carry out. (There is potential and a lot to do) Important references are missing, such as: 1. A review of temporal database research and its use in GIS applications. International Journal of Geographical Information Systems. Volume 3, Issue 3, 1989. 2. Temporal Data and the Relational Model: A Detailed Investigation Into the ... Written by C. J. Date,Hugh Darwen,Nikos A. Lorentzos. 3. A generalized model for a relational temporal database Proceeding SIGMOD '88 Proceedings of the 1988 ACM SIGMOD international conference on Management of data… 4. A glossary of temporal database concepts…
","{'neg': 0.044, 'neu': 0.888, 'pos': 0.067, 'compound': 0.8287}",Positive
,3.0,0.0,2.0,0.0,"The article presents a comparative work between the use of a classic relational SABD and a temporal SABD (the English translation temporary seems not appropriate: temporal or time oriented seems more correct). The example presented in the article is interesting and motivating, it is adequately supported and gives rise to comparison, as indicated ""it is necessary to define a test scenario where there is a specific application that can be evaluated with the implementation of the paradigms to be compared"" . There are two aspects in which the article is not clear, and that detract from its weight: 1) The temporary sabd technology: pgFoundry, it is indicated that it is an extension to PostgreSql. However, no further information is given... when searching for it it seems like a closed project??? How did you work with this extension? 2) Table 3 should be the focus of the article, however it does not describe how many of the comparisons were made. This remains like a black box. What criteria were used in the comparisons? In the conclusions there are some clues, but there are unclear sentences such as: ""Greater data entry flexibility can be found in the RDBMS, since there are more types of sources to populate the databases."" What do you mean by that?
","{'neg': 0.026, 'neu': 0.892, 'pos': 0.082, 'compound': 0.8755}",Positive
,4.0,0.0,3.0,0.0,"This article presents a comparison, based on a list of criteria, of two database approaches: relational vs. temporary. The article in general has a logical order and is readable. However, the comparison has at least two drawbacks: 1) there is a lack of much information on how the results in tables 3 and 4 were obtained. There must be a sufficiently detailed description to then be able to replicate the work. 2) The case study presented forms the basis of the comparison. A real comparison must be based on a variety of cases and domains, in order to then conclude on a broader basis. I suggest addressing these two aspects first to better support the results and conclusions.
","{'neg': 0.021, 'neu': 0.929, 'pos': 0.05, 'compound': 0.5106}",Positive
accept,3.0,-1.0,1.0,-1.0,"Abstract: This work describes an experience of using ""graphic"" language in a school. Evaluation: The topic of the work is interesting, however, a) the job description is weak and b) the results seem non-repeatable. For example for a), the description does not show any image of how the language works (remember that it is a graphical language). A scratch example is strongly recommended to introduce the language. For example for b), there is no clear description of the configuration of the experiments, the results to be measured and a table to easily appreciate the results obtained. Minor details: a) The beginning of the abstract is super complex to understand b) An excessive use of ""this is"" c) some misspellings like ""question"" d) Very long sentences.
","{'neg': 0.037, 'neu': 0.801, 'pos': 0.162, 'compound': 0.9334}",Positive
,4.0,0.0,2.0,-1.0,"Background: - The language to be used after Scratch is mentioned in a very superficial way, perhaps it is not necessary or the topic should be delved deeper into. - The number of students on which the study was applied is too small to obtain conclusive results. - A comparison or study between the use of Scratch and Alice (mentioned in the work) would be desirable. - Concluding from the experiment that Scratch is an appropriate tool for education in Chile, without including results with other languages, is a bit hasty. - It would be desirable to mention that institutions or works related to languages ​​to promote logical thinking have been carried out in Chile. None are mentioned as a reference or in the bibliography. - The exercise used in the experiment is only one, more should be used if you want to objectively evaluate its use as a language to improve logical reasoning. - The first quote comes from a Colombian news portal and from 2006. A more solid and local reference would be desirable, perhaps associated with the guidelines and study plans of the Ministry of Education. Form: - The abstract must be rewritten: it has many words separated by commas and the writing includes ideas disconnected from each other. - Quote 7/8 is cited 8 times. With half of them the reference is clear. - "".. but few learn to program .."" should be: "".. but few learn to program .."" - Quote 2 says .. ""Fundamentals of Programming"".. should be: "".. Fundamentals of Programming"".
","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.8045}",Positive
,3.0,2.0,3.0,0.0,"The article presents an interesting development of a case, as another proposal for a starting methodology for teaching programming logic. The conclusions presented do not have much basis in terms of achieving the objective of inducing logical reasoning in this way.","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4019}",Positive
reject,3.0,1.0,1.0,0.0,"The authors make a comparative analysis between various technologies for industrial automation. I found the analysis reasonably deep and broad, but I rated it as ""weak accept"" for not having strong scientific contributions. The text needs to be revised, there are long sentences (for example the second of the second paragraph of the introduction has 11 lines) and punctuations are missing or incorrectly placed. The first sentence of the second paragraph of the introduction. Also include the meaning of the acronyms PLC and PC.","{'neg': 0.112, 'neu': 0.821, 'pos': 0.067, 'compound': -0.723}",Negative
,3.0,-2.0,2.0,-2.0,"Although the topic of automation is of interest, this article has a very general approach. It would be interesting, for example, to refer to compact vs. compact PLCs. Modular PLCs could also be incorporated into the comparison with high-end microcontrollers, given that by providing them with a power stage, very interesting application results can be achieved at low cost. The title tends to confuse given that the presentation of the latest technologies used in industrial automation is expected and rather it focuses first on a historical review of the advances in the area and then dedicates itself to comparing only two of the existing types of controllers. in the industry. The content presented is frequently found in the literature referring to the area, so in my opinion it does not represent a relevant contribution to the topic.
","{'neg': 0.028, 'neu': 0.912, 'pos': 0.06, 'compound': 0.6597}",Positive
,3.0,-1.0,3.0,-1.0,"Although the topic of automation is of interest, this article has a very general approach. It would be interesting, for example, to refer to compact vs. compact PLCs. Modular PLCs could also be incorporated into the comparison with high-end microcontrollers, given that by providing them with a power stage, very interesting application results can be achieved at low cost. The title tends to confuse given that the presentation of the latest technologies used in industrial automation is expected and rather it focuses first on a historical review of the advances in the area and then dedicates itself to comparing only two of the existing types of controllers. in the industry. The content presented is frequently found in the literature referring to the area, so in my opinion it does not represent a relevant contribution to the topic.
","{'neg': 0.028, 'neu': 0.912, 'pos': 0.06, 'compound': 0.6597}",Positive
reject,5.0,0.0,1.0,-1.0,"The article presents an application of pattern recognition techniques to the classification of wood types based on audio records. In terms of form: The article presents several syntax problems of the Spanish language, which are easily correctable. The summary should be reviewed and improved. Some English terms are also presented that should be replaced by their meaning in Spanish (e.g. test). Equations 4 and 5 contain errors and should be better explained. Also adjust the font size. Table 1 contains redundant information, since the quantities presented appear to be independent of the method. Improve the resolution and increase the size of figure 5 (to occupy the 2 columns), since it is not possible to clearly appreciate the different points and clusters that are discussed. In the substantive aspects: The review of the state of the art is weak, and more relevant current references related to pattern recognition based on audio data should be incorporated (although they are not necessarily in the domain of wood). The version of the KNN algorithm whose pseudocode is shown is incorrect. It must be reviewed and corrected. It is not appreciated that it works for a certain K. The recursion is not appreciated either. More information and detail of the data and derived characteristics is required.
","{'neg': 0.069, 'neu': 0.849, 'pos': 0.081, 'compound': 0.4094}",Positive
,3.0,0.0,2.0,-1.0,"The work addresses the problem of autonomous navigation of mobile robots by defining a reactive control architecture. The authors should be clearer in stating why to use a reactive architecture, relative to other available approaches. It is necessary to improve the readability of the equations. The work is correct and relevant. The field of mobile robotics has multiple applications. It is necessary to incorporate some guidelines on future work.","{'neg': 0.038, 'neu': 0.921, 'pos': 0.041, 'compound': 0.0516}",Positive
,5.0,-2.0,3.0,-2.0,"The work does not present anything new nor does it contribute to the state of the art. The classification methods it uses are very basic, there are many more effective techniques. Popular and best techniques are also not discussed in the literature. There are no clear hypotheses. What are you trying to ""prove"" in the experiments? The contribution is not appreciated. Paper organization problems The work is very focused on describing ""functionalities"" of a system, and not the contribution itself in comparison to the state of the art. Discussing the impact of this on the measurements. The results section can be improved with a more defined structure, treating error results, false reading by reflection, cell wall mapping separately.
","{'neg': 0.076, 'neu': 0.782, 'pos': 0.142, 'compound': 0.8735}",Positive
accept,3.0,2.0,1.0,0.0,"The work addresses the problem of autonomous navigation of mobile robots by defining a reactive control architecture. The authors should be clearer in stating why to use a reactive architecture, relative to other available approaches. It is necessary to improve the readability of the equations. The work is correct and relevant. The field of mobile robotics has multiple applications. It is necessary to incorporate some guidelines on future work.","{'neg': 0.038, 'neu': 0.921, 'pos': 0.041, 'compound': 0.0516}",Positive
,3.0,1.0,2.0,0.0,"The article presents a case of application of an architecture for the control of mobile robots. First, the advantages of the behavior-based approach are presented and then an application case for wall tracking – obstacle avoidance in a robot. The article is well written, but the description of the case or experiment could be improved. It would be desirable to previously establish the objectives for the observation. The variables used could be presented in a graph. Although an improvement from the inclusion of the fuzzy logic module is mentioned, it could be further discussed by discussing the impact of this on the measurements. The results section can be improved with a more defined structure, treating error results, false reading by reflection, cell wall mapping separately.
","{'neg': 0.052, 'neu': 0.812, 'pos': 0.136, 'compound': 0.9081}",Positive
,3.0,2.0,3.0,1.0,"Although the topic regarding the problem of autonomous navigation of mobile robots is of interest, the work presented does not necessarily have to be. However, as the reader approaches the document in depth, it is possible to realize that the work presented constitutes a contribution to the topic. From the title, what the reader will find in the document is clearly stated, which is reinforced by a simple approach to the topic by the author, facilitating the understanding of the work carried out. On the other hand, a prototype is presented whose implementation can be replicated in the laboratory by anyone interested in the topic, which contributes to this work being considered as a possible reference in the educational field.
","{'neg': 0.022, 'neu': 0.886, 'pos': 0.093, 'compound': 0.836}",Positive
reject,4.0,2.0,1.0,-1.0,"I do not agree with what is written in the second paragraph of the introduction. A solution to an NP-complete problem, for example the traveling cashier, can be programmed in a simple way... the problem is that the program's response can take a long time. To circumvent this, heuristics or meta-heuristics are sought that may not find the ideal answer but a good answer. On page 3, notice that Pa is not an element of A and is a subset of A or more precisely a subset of A-{a}. In that same paragraph he talks about ""two types of restrictions"" but the second is not explicitly placed. At the end of the paragraph it would be interesting to say that ""that is, ai belongs to Paj."" The sentence is very long: 16 lines! Unclear from Figures 1 and 2 is the restriction that “the sum of the amount of resource type k used in period t, Rk(t), must not exceed Rk.” In the mathematical formulation of the RCPSP it is not clear what it would mean, for example, for Fj to take the value 5 and the meaning of pj and A(t). There was a lack of a statistical comparison of how good the quality of the solution found with the proposed algorithm is from other solutions or at least a comparison that shows how far the solution found is from the ideal one. The references do not seem to have a logical order (alphabetical or citation order).
","{'neg': 0.083, 'neu': 0.818, 'pos': 0.099, 'compound': 0.7192}",Positive
,4.0,-2.0,2.0,-2.0,"The work is TOO preliminary: there are no experiments and therefore no results or analysis. The work only focuses on making a discussion of optimization methods for the problem in question. Subsequently, it only defines known and generic formalisms for the problem. The paper is VERY weak, it still requires A LOT of work to be a manuscript with any relevance!
","{'neg': 0.204, 'neu': 0.758, 'pos': 0.038, 'compound': -0.8865}",Negative
,3.0,-2.0,3.0,-1.0,"The work presents an approach for project scheduling using the bee colony algorithm. The work, even though it is well written, lacks the application of the algorithm, it does not present one or several application examples. It shows the methodology, defines the problem well, but does not show an example of application of the algorithm. Figure 2 shows a possible solution to a given example, but does not indicate whether it is through the proposed algorithm or another method. The contribution of the research, nor the results, is not clear.
","{'neg': 0.05, 'neu': 0.885, 'pos': 0.065, 'compound': 0.1088}",Positive
accept,4.0,0.0,1.0,0.0,"The work is well prepared technically. Its structure and writing make it easy to follow. However, I have doubts about its scientific contribution since it is the application of modeling to a case study. It is not clearly established what the problem to be solved is. Aspect-oriented methodologies have been successfully applied for some time and information from previous work to attack the gap is not provided either. I think we must distinguish why the application of UML (and not other techniques) is necessary to solve it.
","{'neg': 0.104, 'neu': 0.753, 'pos': 0.142, 'compound': 0.4102}",Positive
,2.0,2.0,2.0,1.0,"The article proposes the application of UML Class Diagrams Oriented to JPI Aspects. In general, the article is well presented and there are no major observations. What's more, there is a concern for making a good presentation of the work. I would only make some minor suggestions, especially with the methodological aspects that should be a little more detailed.
","{'neg': 0.037, 'neu': 0.878, 'pos': 0.084, 'compound': 0.4215}",Positive
,3.0,-2.0,3.0,-1.0,"The article complies with the established format and has updated bibliographic references. It is not clearly explained what JPI is, the objective of the article is not clear. The article is a description of the application of the JPI concept, which is not well developed, it is not clear if the authors are the ones proposing this new strategy or are applying a proposal from other researchers. The writing can be improved. It is suggested that the article be extended so that all the concepts, scope and objectives of the research are clearly explained.
","{'neg': 0.107, 'neu': 0.862, 'pos': 0.031, 'compound': -0.6806}",Negative
,2.0,0.0,4.0,0.0,"•I recommend a change in the structure of the article for a better understanding of the authors' contributions: (1) add a section that highlights the elements that are added in the UML JPI diagrams, (2) add a section in which the comparison between diagrams is included, highlighting their differences and would end with a comparative table and the advantages that it offers •Summary •When the acronyms appear for the first time you must include their meaning •Abstract •Review the wording of the abstract phrases such as: o Permitts modularizong -->allows modularizing o Modules for crosscutting concerns or aspect -->crosscutting concerns or aspects modules o Try -->tries o Case study classic of AOSD -->classic AOSD case study •Introduction oReview number congruence for example: - To achieve this goal, this work presents and applies...and verifies hegemony... - Avoid words like: then...subsequently, after •Theoretical analysis oLast paragraph page 3, very long sentences, the paragraph is not understood- redo the paragraph. •Case study oLast paragraph page 3, very long sentences, the paragraph is not understood- redo the paragraph. oReview carefully when using the concept of “practical case”, review the option to change the section title oReview the last paragraph of the first column represents “a classic to exemplify the use of POA”  a classic what? •Conclusions: •End of the first paragraph: interfaces --> interface
","{'neg': 0.01, 'neu': 0.916, 'pos': 0.074, 'compound': 0.8737}",Positive
reject,5.0,-2.0,1.0,-1.0,"The article describes the concepts of data mining and the steps that a KDD process carries out in general, and the latter is associated with social networks and in particular with Facebook, presenting them as its own adaptation, which lacks foundation and logic. For example, it mentions social networks where users express tastes, feelings and other states, which are generally presented in text, and on the contrary it does not indicate anything regarding the processing of text to determine the frequency of words and thereby achieve determine the topics of conversation of a group of users on the network. It also describes some data mining techniques and mixes web mining, perhaps trying to combine different mining methods, which would be the most logical if you want to cover different aspects of social networks, that is, text content, the KDT process should be used. and not KDD, for managing associations or links, mining the web structure, etc. On page 9 he points out that he used the iconic representation technique to visualize results, however there is no evidence of this experimentation in the entire work. Finally, in the conclusions it talks about a developed guide which is not explicit anywhere in the article. It should also be noted that it has some writing errors, repetition of articles and words.
","{'neg': 0.021, 'neu': 0.973, 'pos': 0.006, 'compound': -0.5106}",Negative
,4.0,2.0,2.0,0.0,"It is a well written article that gives an idea of ​​how to use data mining techniques on social networks like Facebook. It is a current and intriguing topic. But I felt a lack of more concrete things, that is, a concrete implementation of one of the aforementioned techniques applied to Facebook or another social network. The phrase ""which can convert data whose storage is unnecessary."" on page 3 it seems unfinished. Convert to what?
","{'neg': 0.041, 'neu': 0.913, 'pos': 0.046, 'compound': -0.1655}",Negative
,5.0,-2.0,3.0,-1.0,"The article describes some general aspects of the application of data mining to social networks. The review of information is not complete and is far from being considered the state of the art on the subject. I suggest first reviewing articles from journals indexed on the topic, identifying a specific research problem, where a contribution can be made to the topic, and presenting a research proposal.
","{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.4019}",Negative
accept,4.0,0.0,1.0,0.0,"Corrections to article: “Information management, a continuous challenge of technology.” General evaluation The work is interesting but there is some lack of implementation, since in general it is a good review of the existing literature. Reading the article gives the impression that something is missing (implementation). A scheme should have been proposed with the proposed model and that would make the good intention of the research that will be done in the future clearer. The work is currently a review of the literature with the presentation of a research intention. A better title would have been a review of the state of the art in……ABC or indicate model proposal XYZ Format Corrections Verify the order requested by Ingeniare magazine, regarding references.
","{'neg': 0.045, 'neu': 0.824, 'pos': 0.131, 'compound': 0.8793}",Positive
,3.0,2.0,2.0,1.0,"The article is very well written and easy to read, basically having the characteristics of a popular article. Aspects focused essentially on information retrieval problems in the face of exponential data growth are discussed. The proposal made at the end of the article is interesting, although, from my point of view, the inclusion of the Big Data topic is given somewhat lightly and requires a more detailed analysis than what is described.
","{'neg': 0.033, 'neu': 0.771, 'pos': 0.196, 'compound': 0.9061}",Positive
,3.0,1.0,3.0,-1.0,"The article addresses a topic of interest such as the management of big data and its structure based on metadata for processing in the era of the semantic web. The article presents serious lexical and even semantic deficiencies. The translation of the title and abstract in English has serious errors. On the semantic aspect, in the introduction they mention as a problem that relational databases do not have adaptation problems. As a lexical error, they write A un, instead of Still. The term Apropósito is mistakenly used instead of On Purpose. The conclusions do not allow us to focus a proposal. There is good use of bibliographic references.
","{'neg': 0.124, 'neu': 0.806, 'pos': 0.071, 'compound': -0.4781}",Negative
no decision,,,,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
accept,4.0,-2.0,1.0,-1.0,"In its form, it has some problems, for example on page 5, in the description of the implemented laboratory, the proposed structure with six cameras to locate the robots on the field during a soccer game is described, pointing out that this is shown previously and [9] appears, where neither figure nor reference exist. On the other hand, in the middle of the bibliographic references, figure 14 appears, which is not referenced in the document. In its content, over 50% of the article is dedicated to the analysis of position and movement capture techniques by image triangulation, repeatedly discussed in the technical literature and which do not provide value from a scientific point of view. It is just a bibliographical compilation of vision techniques. On the other hand, the description of the results is not a contribution to the topic of the article, which is the use of vision technique to determine robots dedicated to soccer. Finally, I think that the author of the article was very lax when writing it, where he should have at least reviewed it before sending it.
","{'neg': 0.025, 'neu': 0.889, 'pos': 0.086, 'compound': 0.8925}",Positive
,3.0,1.0,2.0,1.0,"Very good article to understand the spatial location of objects, for control purposes, in this case applicable to a set of robots in a soccer game.","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4927}",Positive
,2.0,1.0,3.0,0.0,"I find it an interesting article to consider, although its final objective is somewhat obscure: ""measure the position of a robot on a soccer field."" In particular, it is not clear if the work is aimed at a more ambitious subsequent goal (multiple robots, equipment movement in real time, and what to finally do with this data???). From what can be deduced, although it is not explicitly stated, measurements were made of ""a"" robot ""placing"" it in different positions in the field, but not with it moving in real time. Thus, results are presented, which could have been obtained with another more classic configuration of the computer vision area (the contribution of the robot and the soccer field, at least until now, do not have a fundamental relevance in the work developed). Finally, it does not seem to me that the results obtained are strictly novel, but it can still be an attractive experience to know.
","{'neg': 0.01, 'neu': 0.904, 'pos': 0.087, 'compound': 0.9061}",Positive
reject,4.0,-2.0,1.0,-1.0,"The work presents a survey of two mining companies about the architecture stage of the IT outsourcing process. The work is exploratory and therefore its contribution is reduced since results have not yet been presented. I think that in this state it is inappropriate for the conference where the presentation of results and contributions to research is expected. The document must be improved in terms of its writing.
","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.4767}",Positive
,4.0,-2.0,2.0,0.0,"The name of the article is “How does it affect…”, and it indicates in its Summary “…applied through a case study to two mining companies in the Antofagasta region and a supplier-type company.” However, the article does not present a section with the indicated case study, which indicates that it is not possible to answer the question expressed in the title of the article. Therefore, what has been expressed is good intentions, but there is no empirical evidence. The topic is very important, the form of solution is also appropriate, but everything is expressed in theoretical terms. It is indicated that ""the investigation is currently in the stage of conducting interviews"", therefore, no analysis of the data or results and conclusions have been carried out. The Results section does not present results. It will be an interesting article when all the stages of the proposed methodology are fulfilled. Some minor observations and/or comments: - References [6] and [13] were not used in the text. - The first paragraph of the State of the Art is a repetition of the second paragraph of the Introduction. - On page 3, change “key activities” to “key activities”. - The Figure on page 6 has no title.
","{'neg': 0.04, 'neu': 0.889, 'pos': 0.071, 'compound': 0.7498}",Positive
,3.0,-1.0,3.0,-1.0,"The article presents an introduction to the investigation of the effect of IT Outsourcing in mining in the second region, but does not show concrete results. In the same article it is indicated that the investigation is not completed. It would be interesting to have the complete analysis of the results.","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.5499}",Positive
reject,3.0,-2.0,1.0,-1.0,"The article has two main contributions: a discussion on the usefulness of SCADA controls on mobile devices, a description of some of the specific applications that implement this function on cell phones or tablets. There are several writing errors throughout the article. For example, separators are used at the end of phrase _, but not consistently. The first and last sentences of the abstract seem poorly written. In the final paragraphs of the introduction the lists are not clearly explained. Although it is relevant for the conference to review mobile SCADA applications, a search mechanism is not defined, nor a criterion to compare them. What are their differences? Which is appropriate in each case? It is suggested to include a comparative table of its features, and more importantly, define comparison criteria in order to provide new data to the reader. The conclusions return to the introduction but do not answer what applications should be used in the context of the mining industry.
","{'neg': 0.028, 'neu': 0.931, 'pos': 0.041, 'compound': 0.2646}",Positive
,4.0,-2.0,2.0,-1.0,"The article presents a theoretical analysis of SCADA systems. There is no evidence on the application in a case study. The Summary is not adequate, nor is the introduction. The Results section and the Conclusions section do not present contributions for a scientific article or that shows business experiences in ICT applications. References [3], [5] and [7] are by the same author, same title and same date. The same goes for References [4] and [6]. Reference [1] is not used in the text.
","{'neg': 0.047, 'neu': 0.953, 'pos': 0.0, 'compound': -0.434}",Negative
